"mapGridName","numBoundaryPoints","latitude","longitude"
"NTS 1:25 000","20","48.0","-112.0"
"NTS 1:25 000","20","48.0","-112.125"
"NTS 1:25 000","20","48.0","-112.25"
"NTS 1:25 000","20","48.0","-112.375"
"NTS 1:25 000","20","48.125","-112.375"
"NTS 1:25 000","20","48.125","-112.25"
"NTS 1:25 000","20","48.125","-112.125"
"NTS 1:25 000","20","48.125","-112.0"
"NTS 1:25 000","20","48.0","-112.5"
"NTS 1:25 000","20","48.0","-112.625"
"NTS 1:25 000","20","48.0","-112.75"
"NTS 1:25 000","20","48.0","-112.875"
"NTS 1:25 000","20","48.125","-112.875"
"NTS 1:25 000","20","48.125","-112.75"
"NTS 1:25 000","20","48.125","-112.625"
"NTS 1:25 000","20","48.125","-112.5"
"NTS 1:25 000","20","48.0","-113.0"
"NTS 1:25 000","20","48.0","-113.125"
"NTS 1:25 000","20","48.0","-113.25"
"NTS 1:25 000","20","48.0","-113.375"
"NTS 1:25 000","20","48.125","-113.375"
"NTS 1:25 000","20","48.125","-113.25"
"NTS 1:25 000","20","48.125","-113.125"
"NTS 1:25 000","20","48.125","-113.0"
"NTS 1:25 000","20","48.0","-113.5"
"NTS 1:25 000","20","48.0","-113.625"
"NTS 1:25 000","20","48.0","-113.75"
"NTS 1:25 000","20","48.0","-113.875"
"NTS 1:25 000","20","48.125","-113.875"
"NTS 1:25 000","20","48.125","-113.75"
"NTS 1:25 000","20","48.125","-113.625"
"NTS 1:25 000","20","48.125","-113.5"
"NTS 1:25 000","20","48.25","-113.5"
"NTS 1:25 000","20","48.25","-113.625"
"NTS 1:25 000","20","48.25","-113.75"
"NTS 1:25 000","20","48.25","-113.875"
"NTS 1:25 000","20","48.375","-113.875"
"NTS 1:25 000","20","48.375","-113.75"
"NTS 1:25 000","20","48.375","-113.625"
"NTS 1:25 000","20","48.375","-113.5"
"NTS 1:25 000","20","48.25","-113.0"
"NTS 1:25 000","20","48.25","-113.125"
"NTS 1:25 000","20","48.25","-113.25"
"NTS 1:25 000","20","48.25","-113.375"
"NTS 1:25 000","20","48.375","-113.375"
"NTS 1:25 000","20","48.375","-113.25"
"NTS 1:25 000","20","48.375","-113.125"
"NTS 1:25 000","20","48.375","-113.0"
"NTS 1:25 000","20","48.25","-112.5"
"NTS 1:25 000","20","48.25","-112.625"
"NTS 1:25 000","20","48.25","-112.75"
"NTS 1:25 000","20","48.25","-112.875"
"NTS 1:25 000","20","48.375","-112.875"
